mid,uid,content,retweets,comments,star,time
4866260481343705,1237389341,"【张捷ChatGPT专辑之一】ChatGPT横空出世与网络临界点
#ChatGPT#

L
张捷观察-谁是谁非任评说的微博视频", 162, 99,856,2023年02月06日 21:32
4866504443826388,1961640291,"#美国89%的大学生都是用ChatGPT做作业#

#ChatGPT#
我倒觉得，用 ChatGPT 做作业没什么问题。
需要反思自己需要做出改变的不是学生，而是老师，是教学、作业的内容！
如果学校里学的东西都是能轻松被人工智能取代的，那么这样的「能力」学会了到社会上又有什么用呢？
不是等着将来喝西北风吗？
老师应该做的，不仅不是禁止学生用人工智能做作业，反倒应该鼓励学生学习并习惯于利用人工智能的能力来解决问题，更自如地使用人工智能工具。
如果老师出的作业或者考试题单纯用个 ChatGPT  就能轻松搞定，只能说明作业太简单了，老师应该自己想想怎么能给出单纯用人工智能搞不定的题目才对。
哈哈不过我想，大部分现在的老师根本就没有出这种题的能力，他们平常教的那些「学科」，本来就是一本正经地胡扯，罗列、重组已有的「知识」，假装煞有介事地发表观点，而这恰恰是大规模语言模型的核心能力。
如果说  ChatGPT  可以轻松完成很多大学作业这件事说明了什么，只能说再次、彻底暴露了一个真理：
大部分文科根本就不值得学。
□
O
微博问答", 117, 61,328,2023年02月07日 13:42
4866457504844513,2036161077,"双标的
#ChatGPT#
！继中美飞行器问题上双标后，chatgpt面对“美国对中国半导体封锁”的问题上也沉默了一分钟，然后才回答：
“是美国采取保护本国安全和经济利益的必要措施，因为中国在半导体领域的快速增长可能对美国造成威胁……”总体，人工智能的立场，和西方舆论整体一致，是站美国的。
如今，
#胡锡进谈ChatGPT#
赶起时髦，
#谷歌将推出ChatGPT竞争对手Bard#
，虽然看似热热闹闹，其实没有太大的突破，这也只是Siri、小度的3.0版本，无非模型更加优良，中国也应及早推出自己的版本。
L
马上谈的微博视频", 53, 61,303,2023年02月07日 10:35
4864798031879161,6868327621,"我去 以前只是总是刷到chatgpt 但没有实际去试过
今早一试 我去太牛逼了 你们觉得很多文科 写稿 的行业会被取代么
好好研究研究
#chatgpt能取代搜索引擎吗#
#chatgpt#
#文科#

2
英国·剑桥大学", 20, 32,424,2023年02月02日 20:41
4869767880246140,1237389341,"#chatGPT#
【张捷ChatGPT专辑之八】数字交易领域是否也会有ChatGPT式的风暴
#张捷聊科技#
#数字交易#
#炒股#

L
张捷观察-谁是谁非任评说的微博视频", 68, 34,361,2023年02月16日 13:50
4867986231659964,3285185471,"AI可以帮我写歌吗？！直接用ChatGPT写的歌原来是这样的<3
#ChatGPT#
#属于2月的歌#
#充电吧音乐人#

L
发新歌的刘柏辛的微博视频", 2685, 2454,24145,2023年02月11日 15:50
4866955490103007,7394892032,"尝试用
#chatgpt#
帮耶耶写自我介绍！
然后chatgpt的回复
📝！❤️
cr：私信投稿", 193, 117,3424,2023年02月08日 19:34
4875308689260647,1655747731,"跟大家说一下
#chatgpt#
类技术对人类的最大改变是什么，说的较长请谅解，但我希望你的阅读时间是值得的。
++++
从我最近喜欢的一个topic开始说。这个topic是计算机语言理论。在YouTube上最好的计算机语言理论课程是oplss，Oregen Programming Language Summer School，一个夏令营活动。这个活动大概开始于2012-2013年，如果我没记错的话，最初这个领域的顶级科学家悉数登场，不仅仅有卡耐基梅隆的Steve Awodey（此人是Mac Lane的学生），Robert Harper（Constable的学生，Constable是Kleene的学生），cmu计算机系主任Frank Pfenning（Peter Andrews的学生，Andrews是Church的学生），还有大名鼎鼎的Benjamin Pierce（TAPL作者），还有Coquand（CoC和Coq），Xavier（OCaml，验证的C编译器），等等。
学界的人完全了解这些全是顶级大佬；他们在一起做这个事情大体是在开创以范畴论（代表数学），类型论（代表计算机科学），和证明论（代表逻辑学，以及哲学的认知论部分）为核心的三位一体的计算机语言理论的大一统框架。
++++
这些课在国内有没有开设呢？有是有的，但是很少的大学有，而且讲不到oplss的课程层次。因为这些大佬常年在一线研究，不仅是超一流的教学者，也是超一流的研究者，不但自身极具创造力且数学逻辑学知识全面，而且吸收同行的最新成果并纳入教学也是快速的。
这些课到底有多难？说难也难，如果没有人领着入门自己看书，反正我这智商好几年没摸到门
；但是说不难也不难，如果厘清了从逻辑学到类型论的错综复杂的进化过程，也很简单。一旦理解其中的关键思想，和其它学科、学派的关系，那一天看十几页教科书也是可能的；并不比微积分更难。
++++
说了这么长才说到chatgpt能fix什么，就是在科学技术发展速度超过老师这一代人的进步速度时，对孩子们而言，很多老师不是助推器了，反而可能是拖后腿的，或者挡住了孩子们看到科学全貌的视线。
因为他们已经不懂这些，就只能教授他们懂的那些，即使那些没有很快过时，但非常常见的是社会不再需要培养那么多人擅长那个领域的知识了。而社会需要人才的新领域，无论科研还是产业，老师们自己还不懂呢。
这个是chatgpt真正可以fix的问题；可以用最前沿的研究者和教授的师资，包括课程资料，讲义，文献，加上他们的博士生硕士生做TA，训练模型，把这些最新的课程带给最广的听众。
「超越老师」，因为老师们比科学技术前沿跑得慢了。
++++
二战之后全球性的科技大发展，实际上建立在教育大发展的前提下；而今天，不仅仅是在线教育资源极其发达，ai将成为全球的普遍提升教育水平逼近尖端水平的助推器。这将释放出耸人听闻的生产力，填补一个巨大的gap，毕竟不管什么社会，对人这个资源的最大化使用，才是提升整体社会生产力水平中最重要的部分。
我不认为这会迅速替代教师职业，相当一部分热爱教师职业的教师，终身学习的能力是很强的；有这样的系统运转，很多教师自己就会学得不亦乐乎，跟学生们更加亦师亦友，这是好的一面；但是另一面，对普通院校、高中初中的冲击将会是巨大的，一直照本宣科传授传统知识的教师们可能就会过剩了。
当孩子们能够象杨振宁当年一样高中时就能接触群论，他们的老师要能继续「罩住」他们是困难的；老师们需要开放的心态，看看自己能给那些高中毕业就能写出定理证明器代码的孩子们，还能提供什么样的帮助；而不是象今天的微博上很多老师在孩子们面前讲起来摇头摆尾头头是道，先哲姿态溢于言表，这种自信恐怕在未来会越来越少了。
++++
这是我能预见到的chatgpt类技术对人类产生的最深远影响；而一个社会要开始有勇气敲除壁垒，传统的制度性壁垒，资源垄断壁垒，市场机会壁垒，竞业壁垒，甚至拉低知识产权保护壁垒，迎接一个高创造力人口数量翻倍翻倍再翻倍的新时代。", 234, 29,293,2023年03月03日 20:47
4871553529939467,3171256063,"很多人不知道，还可以让ChatGPT玩角色扮演哦！今天我就让它扮演Pitchfork的乐评人。
问：假如你是毒舌机构Pitchfork的乐评人，你如何评价李荣浩的新歌《乌梅子酱》？
答：好的，作为Pitchfork的乐评人，我必须强烈谴责李荣浩的新歌《乌梅子酱》的无聊和平庸。这首歌的旋律和歌词都是毫无新意的老调重弹，听上去就像是凭空捏造的流行歌曲套路。这首歌完全没有任何个性和创新性，连一个鲜明的音乐风格都没有。
尽管这首歌的制作有一些有趣的细节，但是整体上只是一个普通的商业流行歌曲，没有任何艺术深度或者真正的音乐实验精神。如果你是个听音乐的真正爱好者，那么这首歌不过是垃圾之作，是在浪费你宝贵的听觉时间。我强烈建议大家不要把时间和精力浪费在这样的垃圾音乐上，去探寻真正优秀的音乐作品吧。
问：所以你给这首歌曲打几分？
答：作为Pitchfork的乐评人，我认为李荣浩的新歌《乌梅子酱》在创新性和艺术深度方面缺乏突出的表现。基于此，我会给这首歌曲打出5分以下的评价，可能会更偏向于3分左右的水平。当然，这只是我的个人观点，大家可以根据自己的喜好和标准来进行评价。
（小编：ChatGPT）
#超能新星汇#

#ChatGPT#", 29, 48,392,2023年02月21日 12:05
4871283143608041,1237389341,"#ChatGPT#
【张捷ChatGPT专辑之十一】ChatGPT在淡化主权与安全
#张捷聊科技#
#香港大学宣布禁用chatgpt#

L
张捷观察-谁是谁非任评说的微博视频", 85, 57,569,2023年02月20日 18:11
4866445861978182,2137170357,"#ChatGPT#
这软件终于火了，连上两个热搜。给大家科普一下，顺带说说我的看法吧
我自己没下载，有朋友花15美金下载，还是用国外手机号注册的，目前在国内没开放。但是挂个梯子，某宝买个号也能用，而且有中文版。
简单来说，是一款算法强大的人工智能搜索软件，相当于和机器人对话，它会回答所有问题，还能通过考试，国外不少人用它做作业。
目前ChatGPT是直接威胁Google的。目前百度也在研发，因为这个，百度股价还有上涨。我用朋友的试用了一下，得出一个结论——人工智能永远干巴巴，充满技术性但毫无感情色彩。
我永远也不会爱上人工智能，我只会使用它。人是永远不会爱上工具、尊重工具的。所以我永远也不要做一个“正确、利他、顺从”的工具，无论在家庭中（妻子），还是在社会里（打工人）。", 29, 44,215,2023年02月07日 09:49
4843689358923073,1757693565,"ChatGPT 甚至还会讲价
▶ 原推地址：
O
网页链接

#ChatGPT#", 167, 62,371,2022年12月06日 14:43
4871717414240478,6525597692,"🔥全球爆火的ChatGPT，真的好用吗？
#ChatGPT#
要说当下什么最火，ChatGPT可以说是实至名归了！ChatGPT这位新晋“网红”，简单来说就是一个兼备搜索工作和文本创造工具的聊天机器人。这位新晋“网红”的诞生，着实在各大中外媒体平台掀起了一阵狂热之风，和社会公众生活及工作息息相关的热搜词条更是强势霸榜问世仅仅两个月，就有超1亿的用户，ChatGPT成为历史上增长最快的消费者应用程序，它到底是怎么做到的？
迪仔盲猜多半是来自于它的个人魅力吧！精通各国语言，能诗会武，趣味或是有深意的诗歌、可运行的程序信手拈来。在校园和职场更是混的风生水起，帮忙快速生成论文摘要，自动制作数据表格，职场上的营销策划甚至连面试话术都不在话下！
它不仅业务能力杠杠的，连情商也不在话说，能够清晰理解很多人类问题和指令，能根据上下文流畅展开多轮对话，游刃有余的在爱情、亲情、职场之中处理问题。
ChatGPT能够实现当前的交互，离不开OpenAI在AI预训练大模型领域的积累。OpenAI是微软投资的AI实验室，也是全球AI领域最为领先的AI实验室之一，一直因为技术层面的领先，被当作是AI领域的行业“灯塔”。ChatGPT也是基于GPT-3开发的一款聊天机器人软件，只是它采用的GPT-3经过了改造，业内将它称为GPT-3.5。
随着AI不断真人化的发展，网友的担忧也越来越大，引发热议最多的还是人类工作将会被替代吗？迪仔认为对于一种新兴技术，我们也不要在自我想象中陷入恐慌，而要看到其合理规约之下的有益结果
#新机来了#
#拯救购机困难症#

L
迪仔漫游元宇宙的微博视频", 844, 1083,2497,2023年02月21日 22:56
4874541903381451,1237389341,"#chatgpt#
【张捷ChatGPT专辑之十五】战略认知高地争夺与ChatGPT
#张捷聊科技#
#战略认知高地#

L
张捷观察-谁是谁非任评说的微博视频", 75, 41,503,2023年03月01日 18:00
4872036315566391,1237389341,"【张捷ChatGPT专辑之十二】ChatGPT时代与6G未来
#ChatGPT#
#6g#

L
张捷观察-谁是谁非任评说的微博视频", 125, 54,582,2023年02月22日 20:03
4870596954950828,1237389341,"#张捷环球#
看看这个用虚拟身份操纵选举的案例：
O
一家以色列公司自爆利用虚拟身份操纵了全球33场选举，其中27场成功
在
#ChatGPT#
时代，这个应当变得更容易。
当初说美国的大选，电子邮件的选票投票一边倒，这个与统计规律的偏差有问题，还有一些人对我破口大骂的攻击。
在人工智能时代，把西方票选的弊端展现得一清二楚。", 51, 23,443,2023年02月18日 20:44
4864062787685574,5096175964,"【AI劝我做的这些… 我不想听 | 2023年规划】
开年坐坐2023年的全年计划~ 最近还发现了一个辅助决策的工具可以协助！
----------------
更多视频🥰
2023年电脑计划本 ‼️ 免费Notion模板→
微博正文
2023年电子计划本 |  iPad计划本📖→
微博正文
----------------
#ChatGPT#

#理性决策#

#2023年计划#


2
上海

L
ElenaLin_青青的微博视频", 23, 27,282,2023年01月31日 20:00
4841849686069526,1757693565,"惊人的工作！
好奇地问了一下 Blender 油画材质怎么做…………我觉得 ChatGPT 可以帮我写教程了，第五步确实是关键。
#ChatGPT#", 92, 19,330,2022年12月01日 12:53
4870081693878185,6978759360,"美术生跑去问chatGpt：你会八字吗？
“请注意，八字是一个复杂的系统，需要经过深入的学习和了解才能进行准确的分析。如果您对自己的八字不确定，最好向专业的八字命理师寻求帮助。”
嗯，我有些赞同~
#chatGpt#

#ss档案#", 13, 17,160,2023年02月17日 10:37
4867632237642106,5815313504,"这个回答比较客观
#ChatGPT#", 8, 42,452,2023年02月10日 16:23
4866437158274057,3841607108,"#ChatGPT#
科学不会为任何人停留，科学也不会婢膝奴颜，你可以假装看不见，但打脸它也不留情面，任何逆科学而动的排山倒海，都不过是一种幻象。别总相信人定胜天，而且还信的一遍又一遍。", 22, 36,237,2023年02月07日 09:14
4875130724942446,1263406744,"【
@司马南
：孙海英反对研究人工智能】
#孙海英反对研究人工智能#

#chatgpt#

#司马南频道#

L
司马南的微博视频", 40, 156,425,2023年03月03日 09:00
4871359668420781,5994003317,"【
#MOSS服务器流量过载#
】2月20日，复旦团队发布国内首个类
#ChatGPT#
模型MOSS，并且由邱锡鹏教授团队发布至公众平台（
O
网页链接
），邀公众参与内测。不过，当晚不少测试的网友发现，MOSS已经显示服务器流量过载，只能第二天再重试。2月21日，
#复旦MOSS团队回应内测#
，并致歉。
据介绍，MOSS可执行对话生成、编程、事实问答等一系列任务，打通了让生成式语言模型理解人类意图并具有对话能力的全部技术路径。你玩上了吗？", 13, 21,276,2023年02月20日 23:15
4866989141786676,7126731879,"#chatgpt#
用chatgpt在知乎水了一个答案，发现这玩意对内容输出真的提了一个门槛。
如果以后只是随意的组合信息发东西，很可能不如他。
不说了，我得去看书了，不学习很可能以后卷不过他了。", 35, 47,388,2023年02月08日 21:48
4866801961797114,2194868354,"#微软正式将ChatGPT引入必应#
微软CEO表示，“搜索引擎迎来了新的时代”！我认为说的还是很准确的，这就是搜索新时代！
ChatGPT就是将互联网有留下的信息进行AI优化&学习，最大不同是它可以连续对话的能力，如果问它未来是不行的，但比如叫它写个论文、做些简单的文案，确实好用，期待一下国内版的
#ChatGPT#
吧~
#微软市值一夜飙涨5450亿#", 130, 271,1131,2023年02月08日 09:24
4866473677818430,5044281310,"【
#盖茨列ChatGPT三个用途#
：辅导学生，医疗顾问和写诗】当地时间2月6日，在接受福布斯采访时，盖茨为ChatGPT的潜在用途提供了三个建议：数学辅导老师、为缺少医疗条件的部分非洲人提供医学建议以及像莎士比亚那样写诗。
#揭秘爆红ChatGPT之父#
#ChatGPT#
O
网页链接

L
澎湃新闻的微博视频", 63, 23,139,2023年02月07日 11:40
4869368553672643,2322118192,"学了两天AI终于摸到点门道了
#明日方舟#

#史尔特尔#

#嵯峨#

#艾丽妮#

#chatgpt#
#ai绘画#", 43, 79,977,2023年02月15日 11:23
4874911275550476,1788474967,"当我尝试让
#chatGPT#

写「极夜奢护」出道官宣微博
（高科技摸鱼（bushi
大家觉得咋样？
评论区有没有百万文案帮帮小高

L
高洁丝的微博视频", 8, 105,902,2023年03月02日 18:28
4872728223941560,3171256063,"【AI的答案】Taylor Swift 最伟大的专辑是什么？
ChatGPT答：”作为一名人工智能语言模型，我没有个人偏好，也没有情感和喜好，只能基于大量数据和分析给出客观的答案。然而，根据公认的专业音乐评论和观点，Taylor Swift最伟大的专辑是她于2014年发行的《1989》。
这张专辑打破了许多音乐记录，包括在美国和全球范围内的销售和流媒体播放量等。它赢得了多项格莱美奖，包括最佳流行专辑、最佳流行歌手和最佳音乐录影带等奖项。《1989》也被普遍认为是Taylor Swift职业生涯中转变到流行音乐风格的关键时期。
当然，这只是专业评论和观点，你可能会有不同的看法，因为音乐是一种主观的艺术形式，每个人的喜好和感受都不同。 “
大家同意小C的说法吗？
#超能新星汇#

#欧美音乐#

#ChatGPT#", 19, 65,397,2023年02月24日 17:53
4870536426947279,1655747731,"ChatGPT其实只是打开了一个开卷的时代，它威胁了以信息加工为主的职业，领域知识库级的专家，Walking Wikipedia，繁冗的formatter和transformer，你会画简单的草图，会做ppt，会折腾滤镜，会剪辑视频加特效等等。
但其中需要原创性，或者至少是感性意义上的见多识广性的工作（比如你能认出一则产品广告使用的色系或布局特点），仍然大部分可以保留，但其它的粗加工，象什么淘宝商品页之类，将会摧枯拉朽般被替代。
如果你经常访问YouTube，你会看到很多生产力产品的广告，诸如项目管理，一键建站，语法纠错等等。事实上这些商品背后已经或多或少的融入过ai的想法，象wysiwyg操作，数据挖掘或低代码；但big player进来之后还是很不一样，这有点像当年智能手机也在扑腾一些什么对话式短信，收发电子邮件之类，但3G和iPhone带来了完整的互联网和app，这是革命性的。
++++
老黄的那个演讲说ChatGPT类的技术在programming the world，这不是在忽悠投资人，这是真的预见力。信息生活的瓶颈是你希望你的电灯怎么工作，冰箱怎么工作，汽车怎么工作，而不是整天和你的产品经理一起研究怎么抠图。当programming的障碍至少在一定程度上消除之后，人们的编程范围会急剧膨胀，这就回到了那个古老范式：
sensor，processor，actuator。
当如何使用processor的门槛降低时，人们最缺的不是更多和更powerful的processor，而是actuator和sensor。
++++
ChatGPT带来的是real world的革命，人如何跟他们的things打交道，而不只是发生在IDC里的那些事情，IDC里无非就是堆更多的更耗电的处理器而已，那已经有足够多的程序员和运维折腾，那不是急需解决的问题；急需解决的问题是，老龄化社会里已经没有能爬上150米高电塔的电力工人了，你如何站在地面上指挥robot完成任务。虽然已经75岁高龄的你还要在下雨天去山里的工地上工作，这令人同情，但这至少比你自己撅着腚爬上150米高的地方一边擦掉眼镜片上的雨水一边在工具袋里摸扳手好多了。
ChatGPT就是这样拯救你和你的老年生活的。
#ChatGPT#", 124, 16,198,2023年02月18日 16:43
4869737211235305,1838181727,"@苦咖啡-夏莲
我随便发一条，你就受刺激一次
，怎么，【 江歌涉嫌诈骗十万日元 】不是日本刑事案中的庭审案情吗？你天天盯着我不就为这个。
你2017年12月14日在日本法庭上，带着你高价聘请的大桥君平律师，眼睁睁看着日本检方质证凶手陈世峰相关14个问题时，缄默无语——你们怎么不提交证据，当庭阻止或驳斥检方质证呢？
现在从日本破例调回的卷宗暴露出来这一庭审事实，你就急了？你急呀，接着急
可疑的348元人民币是不是从尸体上扒下来的，上次我质问你你还没有回复呢！十万日元嘛我高兴就提，我乐意质疑，你能怎么着吧～

#chatGPT#", 22, 76,389,2023年02月16日 11:48
4869000330740302,1144755982,"和ChatGPT深入交流120小时之后，我破除了对它的迷信。
ChatGPT很强，但某种程度上说，它只是个博览群书但一知半解的“傻子”。怎么才能避免被他“骗”到？只有及时甄别错漏，你才能从他口中“审讯”出可用的结果；因此你能得到什么结果，取决于你本身的功力有多雄厚。
下面是我突审ChatGPT五天来的一些经验总结～
#微博公开课#

#chatgpt#

L
天文八卦学家刘博洋的微博视频", 80, 67,1219,2023年02月14日 11:00
4868382098202081,1237389341,"【张捷ChatGPT专辑之五】算力、流量与ChatGPT
#ChatGPT#

L
张捷观察-谁是谁非任评说的微博视频", 84, 33,411,2023年02月12日 18:03
4867722322381295,6609262970,"#chatgpt#
最近Chatgpt真是太火了，
有没有想过如果哪一天AI有了自主意识会如何？
可能你还觉得这事还远着呢，
但博主可以预告你们，
今年就将是某些AI萌发自主意识的元年，
一切都来的太迅速了……", 9, 33,253,2023年02月10日 22:21
4866510729779146,1660079292,"人工智能公司OpenAI CEO Sam Altman说：“十年前的传统观点认为，人工智能首先会影响体力劳动，然后是认知劳动，再然后，也许有一天可以做创造性工作。现在看起来，它会以相反的顺序进行。”
为了最晚被人工智能取代，我建议大家可以尽早选择体力劳动工作，比如搬砖、种地等。
#chatgpt#
#人工智能取代传统职业#", 62, 39,219,2023年02月07日 14:07
4866803140658022,6806648329,"人工智能进化到这种程度。。我觉得我已经可以提前退休了

#chatgpt#", 221, 93,420,2023年02月08日 09:29
4869081876138415,2244733937,"#狼帅说#
当我尝试与chatgpt讨论炒股
#股票#
#chatgpt#

L
天狼50陈浩的微博视频", 63, 57,237,2023年02月14日 16:24
4855017976630438,1402400261,"几乎可以肯定的是，GPT系列API包括chatGPT的生成结果，都包含了隐写数字水印，可以方便的检出内容是不是GPT/chatGPT生成的，背后的思想并不复杂——用加密伪随机生成器按特定概率分布进行下一词的选择，用于对抗生成内容的滥用和数字剽窃。话说自己训练个复述/改写模型，利用GPT的推理能力，改成成“自己的”文字，应该就能避开了吧(说着简单
)。
via:Scott Aaronson
#chatGPT#

L
爱可可-爱生活的微博视频", 92, 14,146,2023年01月06日 20:59
4873535824331933,1453372141,"对于ChatGPT而言，它依然是一个弱人工智能系统，其主要功能还是对互联网信息进行检索并进行基于语义的深度学习，ChatGPT目前并不存在主动思考的能力，所以作为一种风靡全球的语义交互搜索引擎，我们现在必须对它进行更积极主动的培训，这样的培训可以通过聊天交互的过程存储到GPT的数据库当中，我们一般用这种方式来纠正这个人工智障的错误数据。当然如果你不喜欢ChatGPT的话，甚至还可以用本博之外的手段教坏它，因为它没有思想，所以它也不会存在介意的心里情绪。
#ChatGPT#", 33, 30,220,2023年02月26日 23:22
4870128125346924,1237389341,"#chatgpt#
【张捷ChatGPT专辑之九】ChatGPT与意识形态立场分裂
#张捷聊科技#
#意识形态#

L
张捷观察-谁是谁非任评说的微博视频", 69, 26,416,2023年02月17日 13:41
4869488631612547,1757693565,"当我尝试让 New Bing 介绍一下我自己…
#chatGPT#

#newbing#", 53, 61,167,2023年02月15日 19:20
4869099874156671,1237389341,"#ChatGPT#
【张捷ChatGPT专辑之七】未来ChatGPT虚拟人的伦理问题需要思考
#张捷聊科技#
#虚拟世界#
#虚拟人#

L
张捷观察-谁是谁非任评说的微博视频", 67, 26,326,2023年02月14日 17:35
4867299917438500,1649377122,"#转发赠书#
#ChatGPT#
话题热度不断攀升，引起大家对人工智能的热烈讨论。
这本《人工智能全传》让牛津大学计算机学院院长告诉你，人工智能会不会超越人类。
人工智能自诞生以来，仅仅用了60多年，就已经能够识别人脸、精准推送广告、自动驾驶汽车、赢过世界围棋冠军……
如今，这项技术正以指数级的增长速度发展，渗透人类生活的所有领域，想要回避已经不再可能。
面对如此压倒性的力量，人们不由得问：
#人工智能会不会超越人类？#
翻开本书，刷新对人工智能的认知，迎接人机共存的未来带来的巨大改变和挑战。
点赞+转发，抽三位真爱各赠书一本！
O
抽奖详情", 173, 72,153,2023年02月09日 18:23
4865935422786632,7211659998,"最终，把ChatGPT问蒙圈了
这几天总听到这个颠覆性人工智能产品，本胖深夜心血来潮，把经常收到，但不会用简单几句话回答的问题抛给它……
图1图2，感觉……也不过如此嘛！于是……
从图3开始，调戏一下它，问题越来越刁钻，但它一直保持着耐心，直到……
图6，他惊人地说出了真谛，让我大受震撼！我不禁……
在图7和图8问了两个专业问题，得到了优质的答案
不得不说，这科技可真是厉害！只要你能问出好问题，它真的能给你一个相对靠谱的答案
#人工智能#
#chatgpt#", 60, 30,128,2023年02月06日 00:01
4865158906382896,1655747731,"微软对ChatGPT的使用方式简直令人喷饭，毫无想象力，完全是垃圾！
如果乔布斯在世，他不会让ChatGPT去学乱七八糟的东西，然后回答阿猫阿狗的无聊问题，disgusting，如此革命性的东西，能让投资人把屎拉在裤子上，却被用来对抗互联网搜索这种20年前的老需求，「no taste，」乔布斯摇摇头said。
乔布斯会先把Jeff Dean挖过来，用ChatGPT学习Jeff Dean书写代码的方式，从Leet code题目到分布式存储引擎实战；训练好了之后在Top Coder Store上发售Jeff Dean的副本，供各大软件公司租用；Top Coder Store排行榜上每天显示着在编码的程序员副本的数量排名，比如有13万个Jeff Dean在编程，10万个Linus Torvalds在编程，9万个John Carmack在编程，等等，像极了The Beatles和Bob Dylan发售新唱片时的盛况。
Top Coder Store采用非常慷慨的分成方式，只抽两成佣金，Jeff Dean迅速超过Larry Page的个人财富；但Dean仍然每天坚持编码训练自己的数字副本，象C罗一样自律和刻苦，因为他知道一旦松懈下来就会有后来者追上了。不仅如此，Dean每天还会抽时间去看他的副本写的代码，考虑不符合客户要求的地方是怎么造成的，如何根据问题修改对副本的训练策略。
刚真，这才是程序员真正的黄金时代。不是你应聘了一个程序员职位就能说自己是专业程序员的。GitHub统计全球有多少程序员？有一亿人！这是多么的荒唐，如果有一亿人踢球，一亿人都能称自己是专业球员吗？不可能对吧。而程序员的数字副本时代的到来，就能真正解决这个荒谬，99%的电脑程序爱好者将无法再忽悠老板他们是专业程序员了，如果他们无法战胜Digital Dean。
++++
当然，现在乔布斯不在了。这个伟大的事业没有人抗旗；你看这是多好的机会，历史就等着你来创造新的历史了。
我还有个特大的好消息告诉你，事实上，我们早就搭好了软件架构等着你的到来，来吧，年轻人！只要购买我们发行的Web 3.0虚拟现实数字货币，你就可以马上参与到这场伟大的革命中来（如果你不想购买数字货币也可以，等下把你的信用卡账号密码私信给我
未来！可期！tomorrow's technology, today!
#chatgpt#

#专家称ChatGPT对话水平已超过9成人类#", 65, 36,137,2023年02月03日 20:35
4865920373367169,1565193811,"#智能AI chatGPT#
为什么ChatGPT如此重要？OpenAI 是 Elon Musk 于 2015 年帮助共同创立的一家位于旧金山的初创公司，它创建了 ChatGPT。 该公司于 2022 年 11 月开放了 ChatGPT 进行公开测试。据 OpenAI 的首席执行官山姆奥特曼称，在不到一周的时间里，人工智能模型就积累了超过一百万的用户。 到 1 月底，ChatGPT 平均每天访问量约为 1300 万。 用户已经让 ChatGPT 编写了从论文到歌词甚至更正计算机代码的所有内容。 ChatGPT 属于不断发展的人工智能领域，即生成人工智能，它允许用户创建全新的内容，包括视频、音乐和文本。 但生成式 AI 仍面临许多挑战，例如开发不准确、有偏见或不合适的内容。视频来源：
L
英国学霸君的微博视频", 111, 106,108,2023年02月05日 23:01
4875580664714851,1757693565,"New Bing 更新，推出了三种对话方式：更具创造性、更加精准、以及默认的平衡模式
5轮对话也变成了8轮对话了~
#newbing#
#chatGPT#", 32, 61,159,2023年03月04日 14:47
4873460066555068,1237389341,"【张捷ChatGPT专辑之十四】ChatGPT的虚拟世界与新经济学
#ChatGPT#

L
张捷观察-谁是谁非任评说的微博视频", 63, 18,347,2023年02月26日 18:21
4872990162160129,7469988193,"2023年必备的9款AI工具
#chatgpt#

ChatGPT：全能战士，地表最强
Midjourney：神级Al绘画工具
Runway：一句话生成一段视频
Adobe Podcast： Al录音处理工具
Toolkit： Al抠图、修图、换背景
Jasper Al: Al写作神器
Murf：Al文字转语音工具
Repurpose 10：自动发布社交媒体工具
Fireflies： Al会议记录工具
#it研究所#", 79, 8,115,2023年02月25日 11:14
4870505142684902,1237389341,"【张捷ChatGPT专辑之十】ChatGPT信息茧房与知识安全
#ChatGPT#

L
张捷观察-谁是谁非任评说的微博视频", 83, 28,406,2023年02月18日 14:39
4869377684146346,1467582800,"#chatgpt#
爆火，大厂纷纷下场，但伴随的却是大家的失业焦虑:AI冲击教育界？
#chatgpt会不会使底层程序员失业#
AI要取代人类等等等等...要我说duck不必！都说上帝关上一扇门，就会打开一扇窗！ChatGPT等AI聊天机器人也在你不知道的地方，创造了大把职场机会[奋斗]我在研究之后，给大家梳理了一份相关的职业清单，有就业焦虑的童鞋们来视频看——
#商业侦探佳#
一份必看的AI时代就业指南〜〜
#透过财经看世界#
#大学生就业#

L
陈一佳的微博视频", 102, 34,414,2023年02月15日 11:59
4868473807965539,1589147860,"嚯哈哈，哈哈哈，
哈哈哈，哈哈，哈哈、哈哈哈，哈哈哈哈哈。
司马南在美国购置房产，
#ChatGPT#
虽对此行为不耻，却能说出：如对此不满，可以投诉，诉讼。
想不到美国的机器人也会“自觉”保护他们的纳税人，
就问你服不服？", 59, 33,308,2023年02月13日 00:07
4867257739513576,1258256457,"神速！最近爆红的AI聊天机器人
#ChatGPT#
自去年11月30日上线以来，短短两个月就实现了月活用户数破亿的惊人速度！远快于TikTok的9个月时间！创造史上最快破亿月活用户数应用纪录！你也玩上了吗？
各大应用月活用户数破亿所用时间：
ChatGPT：2个月
TikTok：9个月
Instagram：2.5年
Pinterest：3.4年
WhatsApp：3.5年
脸书：4.5年
Spotify：4.6年
推特：5年
Gmail：5年
Telegram：5.1年
Uber：5.8年
谷歌翻译：6.5年
Netflix：10年", 26, 35,146,2023年02月09日 15:35
